Feature1,Feature2,Feature3,Feature4,Target
67.96331823951436,2,-1.936752702502465,3.793655982041866,83.32210020132652
94.59246440320865,2,-0.7613552698089406,9.108342269897538,54.189939226075
29.582409749653603,1,-0.8782632528234666,6.153478406285743,73.89994134112499
0.11120941961874076,3,0.09988695440921298,4.119465486122636,46.07389553907878
27.19545593981987,1,0.48074457976798396,9.344107945712148,63.86732342981313
21.7891379626744,3,1.4967104074459814,0.4846423247582232,71.68854813434663
66.18345851139982,2,-0.4949654803680731,2.1027617790186137,66.72733119924038
63.3711599765529,4,-0.49757249830921385,5.65888605101759,56.38233814718313
59.34613827047238,3,1.149672018878747,6.155526231931791,81.31663856017384
1.62434432094537,2,0.2965769385303051,0.39557506562613143,46.54735355132158
72.87780544506475,2,1.2676515111879738,4.030387579071322,64.03098095596701
32.353041248549154,3,0.2887280030098363,6.491539648308727,79.12979011678358
66.50559890066312,4,-1.1571166187132709,6.980705464034016,59.53461781469275
55.65784285021533,2,-1.3331283547778066,6.381399025162693,49.74623069668382
34.27309254279072,3,-1.551512249058929,3.2056322436092453,79.66321706848458
13.457626710410775,4,0.6620518347584732,0.9352012359790951,63.254274054479836
9.441889766048096,4,1.188596823087008,4.271124464193341,83.95524932680459
83.15183331122236,2,1.849362141386381,1.2875443736805547,72.35542449744749
91.8397542081558,1,0.8431053323232401,9.47623658520667,42.16105814461332
64.97880467642996,1,1.1628385775349859,4.751708660226282,44.3329639305909
10.343411486048337,2,-0.5800163326536847,3.1725917435686757,42.434939562076636
40.20272168882407,4,-1.1564158167438567,7.663040711189001,59.73191263981407
72.89392001051573,2,0.8500793324175533,4.9794859258226385,68.44405448119761
77.9820884010068,3,0.41768075223940065,3.100340240124501,60.12182260767749
11.82186222910886,1,0.10744437434089255,8.119677423908017,65.51340615723767
0.003071884538241587,3,0.3873714806329899,8.67152151001122,54.0068385368036
71.2137045880605,2,0.3231854824582059,6.73008166288677,85.01752877971595
35.659617598620564,2,1.2838168598535613,0.46964422407667294,49.36651558212485
25.448133161826025,4,1.2949855848169558,5.663228801665321,61.56396111992275
1.289746978952544,4,0.544220352340347,7.632949119972816,53.29731310459531
54.02994067614997,4,0.8458028725629282,1.3650301208358218,56.032827903312125
85.11507354259817,3,0.5140625524247758,2.2867075138460335,60.33527196726004
95.76316462725879,4,-0.4611697320346189,8.824951050681364,87.63532666795794
56.574495061328925,2,0.7565646749131401,0.20121721853074037,62.356079362845904
51.44613277398942,4,-1.3944950688592617,7.52727137825976,89.00682659149717
8.50563854892411,1,1.0538915522958832,4.737732925144229,55.14446250964543
54.887280154259976,4,-1.194522939766035,4.467721588396069,69.5203222490298
37.99790789653946,3,0.28580328679473294,0.07096532494887176,34.45387539363223
60.71352808835769,1,-0.8451539584261589,8.193982309664928,74.10955866524665
38.87263478765467,1,0.5533889830744267,3.5982490063656645,65.6204285080642
24.029912345036674,1,-0.03392522592790888,5.407656313005429,89.61152250560963
9.49652752283765,3,-1.5947559581633324,6.773006863356594,81.81678409830035
31.491844458889574,2,0.42069963101847885,7.026295764379158,69.86993049161435
9.664483428775227,4,-0.5779207768327106,9.559800588260723,57.1331239170913
17.689695082398394,1,0.8811467208133691,5.313399532366091,69.25340210789076
98.73361585795459,1,0.0013256887344072295,3.9971955097442757,60.619238985266485
44.41035569066186,1,0.39542098538803816,9.537036264917079,56.231603700457285
53.187176650501655,2,-0.9575689550152119,6.421102350255211,54.66228141490578
87.36185287372153,2,-0.5893322314273619,2.981503562765556,64.10530850495134
99.55689004906878,3,-0.4586386361010845,1.2646424540357115,48.87144816590359
58.27144493446815,2,0.8567024802425557,8.425545014651814,74.30306807336382
81.24738210441717,4,1.6773770878054892,3.6218160279415157,30.176590974397094
32.694102433667524,3,-0.8051717517428763,6.604697213644312,74.6682458830254
30.57439574472911,3,1.0768481446576803,4.708164193658981,67.4850485223935
40.27037209945602,4,-2.169677417725702,1.9892977979503834,65.75878047211094
67.25072626736491,4,-1.1941894010922893,6.016866086204651,80.91084790549345
68.21916892550988,4,-0.9587784561867748,0.6068306895068232,62.16811150588157
31.52394346494508,3,-1.3525086894407223,4.1334245987119225,89.72066872379108
13.320992413662868,3,-1.58358838978758,5.466149396636711,73.49445417145758
63.239625646550856,3,0.41299891213779755,4.36046974118579,75.21092938046156
12.832586218876452,4,-0.21406769772786138,7.486721752509908,83.23903845299468
57.84925082293301,4,0.3794053976051097,8.279249545453125,71.15929776046151
69.3422128056309,1,0.690472686121513,7.71243074033178,75.38042195490797
70.06114963944516,2,0.26561699317253346,0.3881294781180211,83.71011239729177
75.34721106595967,1,0.6577631761503737,1.941287704459722,48.216441380292096
87.28594215656645,4,-0.06953228624226938,5.366075092637743,49.81131492591197
49.995899196478845,3,-1.1869933883057446,9.348220404438013,67.55918980683857
73.02491895295712,4,1.0578141808207961,8.34956775052117,35.54585451565859
61.91727353658367,2,-0.589112132781127,8.425345083518017,64.54093498826694
18.663993979768257,1,-0.9355962987624259,3.032081937596749,54.598767728307976
2.568964486940817,1,-0.17791787580439816,4.294478970787026,74.04916867226142
28.454138567693377,3,-0.912810919296513,4.707059473159374,72.25075073712829
44.30337063376194,1,-0.4174303819894322,1.5737158334991042,68.996933541819
61.71059444286563,1,0.3440539215634665,0.31068130244456316,91.92981258781042
84.99593305032053,4,0.3483417392461269,9.469028994605168,55.03826354434293
19.624571670616564,1,-0.8978300664256293,2.4071258566350675,68.76538238557093
12.55497898984771,1,-0.4877053729487446,2.399489037236313,64.97172397563563
96.34799474743275,1,1.0743330047702437,0.8337905376875954,42.28490217915517
10.80445593764071,3,0.4964001177339411,9.285077519437785,80.61206622242389
47.84910701071892,3,2.0750650393485417,5.79737114939772,57.55733575605869
58.55637287933019,4,1.1801281737415277,6.6703685712535385,47.510736507819644
54.137442090743825,1,1.144293068559939,9.115768872630525,49.5889905464179
8.603215703294321,3,-1.387868550455802,3.4562016890078953,75.0529461595712
5.702691400361937,3,0.7638603516334226,6.215073111380841,51.86034077871915
10.548342746103568,4,-0.05310680169691065,0.3879945472888746,72.63449300381852
58.55876838726125,2,-0.5509818035382495,1.8677252823112933,67.64052857015423
54.43448876343211,1,0.1680153405325285,8.312458050899425,59.20487906105166
23.374079203674427,3,0.9452115346114836,7.667683563383357,73.80087382054154
63.777414184559156,4,0.5008315910042116,3.5064269145714686,47.70452489229988
82.00675020556494,4,-0.87847380134206,3.768106277742125,59.41815067757411
4.157895984659376,4,0.7424589135926203,5.335544335535794,49.02138097112642
49.81299435480424,3,-0.6375875420759639,0.002410046851345493,61.25867006096292
68.93104121026903,1,0.21668311896428621,2.4124433603802786,61.01229280856326
25.23119270696871,2,-0.3033500674771342,2.0823180860821444,52.82493977632542
30.77709052931491,1,-0.2188662517356257,2.5048294674976344,88.3229909435242
61.36379029893838,4,0.7662429750405095,8.059058425334413,53.957638457959554
89.7935293443737,4,-1.040193719815898,2.7967385654644317,79.71335001585943
80.99244203028994,2,1.945195074276933,1.9152132205014816,52.30323892733898
58.31302190995835,1,-1.8210860692944963,5.0426346079303155,87.8441594004093
73.02217177572491,4,-0.5976676832548571,8.65645036372732,69.51568214481615
36.482247020779866,4,0.370211889941741,2.4134970383749987,55.791465751465054
64.09655280987577,1,0.5843141664353099,0.7853624279279869,75.40419222580671
46.6181591127557,4,-0.10047572057170515,3.564047358496647,59.331880418435595
18.993613645756092,1,-0.057390703001542406,7.476518245649778,68.40824593644527
70.17382738772572,4,0.41055008532761655,5.506905446947946,60.15767690839166
55.646463734882204,1,-0.2310694774576803,8.167933695743475,74.80819594903454
35.86215819535914,2,1.3931812579349059,9.59592147609234,87.46236306055599
91.13391900786307,4,0.8393491142316022,7.92662476751617,42.97426718585493
2.0934117826733267,2,0.8728243510056346,6.038030788437534,57.13334134522845
31.5773151249496,4,-0.966156723370417,4.933415880523805,68.43149992333356
5.688139777764656,4,-0.07938842440570287,0.4006908634826667,76.72100702317456
76.65273162216272,3,-0.3004659487207037,9.843219788140413,69.9276277689171
70.21074541137926,1,-1.0056013756894657,3.834811225750425,64.98963707814723
33.13522187363171,2,0.36016418394576694,1.522282139168668,72.33738801696298
67.5662902207073,2,-0.5376457577798165,6.667088553964567,66.5276197239848
39.593722619594985,2,0.655403829850237,2.842882890954593,70.25942725959442
75.62537914224343,1,-1.0701915628943317,5.857782709310476,53.46485983865973
45.41836627367061,3,1.719040612841821,5.867679078445912,58.439823756908595
41.22797278316656,2,-0.8963326585920618,4.457298209028692,67.30624382061924
93.4729915488301,1,0.21930233720043607,8.361186155450426,46.857287182067935
25.087909989070024,4,0.7918593103880676,2.64967061555443,52.8615016347314
12.044733999656543,2,-0.5706404302001128,4.486325916177342,89.18397426158728
58.45431132594582,2,0.8524686434329506,5.376921285909715,28.183915052502883
96.93218122841789,3,-1.2291835978004162,6.636247207672996,83.14734883305427
37.783921372718666,2,1.4521176991825604,7.839718505055895,79.73474818521801
6.203676362878152,2,0.014149264965758293,3.9480728287825606,41.239576021225496
33.93052673095674,4,-0.5964114079688796,6.46046944096596,54.32661445885674
50.593165431955846,1,-0.2991817724274345,1.5061095306851913,75.9094184444767
16.19230066322137,1,0.8089192693927194,9.326481005424785,69.42598739302431
65.8102218056492,3,-0.5844552918504382,3.830588064210035,26.504304688337797
99.77493890102006,4,-0.7493576894227776,7.295214219764384,84.88957868788566
